Metabolite ID,Metabolites Names
_10476_2_c_10632_1_c_4905_1_c_515_3_c_518_3_c_521_1_c_522_1_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_518_1_c_521_1_c_522_5_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_516_2_c_521_1_c_522_3_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_516_2_c_521_1_c_522_4_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_516_1_c_521_1_c_522_3_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_516_1_c_521_1_c_522_2_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_518_3_c_521_1_c_522_2_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_518_1_c_521_1_c_522_3_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_516_1_c_521_1_c_522_5_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_516_2_c_521_1_c_522_4_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_518_3_c_521_1_c_522_1_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_518_1_c_521_1_c_522_1_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_517_2_c_521_1_c_522_2_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_518_3_c_521_1_c_522_1_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_517_1_c_521_1_c_522_2_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_517_1_c_521_1_c_522_2_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_518_1_c_521_1_c_522_4_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_516_2_c_521_1_c_522_5_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_517_1_c_521_1_c_522_5_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_516_2_c_521_1_c_522_1_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_516_1_c_521_1_c_522_3_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_517_2_c_521_1_c_522_1_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_518_3_c_521_1_c_522_4_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_517_2_c_521_1_c_522_3_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_516_2_c_521_1_c_522_4_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_518_1_c_521_1_c_522_3_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_517_2_c_521_1_c_522_3_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_517_2_c_521_1_c_522_1_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_517_1_c_521_1_c_522_1_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_518_1_c_521_1_c_522_2_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_518_2_c_521_1_c_522_3_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_517_1_c_521_1_c_522_2_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_518_2_c_521_1_c_522_5_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_518_1_c_521_1_c_522_2_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_518_2_c_521_1_c_522_3_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_516_2_c_521_1_c_522_4_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_518_1_c_521_1_c_522_2_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_517_2_c_521_1_c_522_1_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_518_3_c_521_1_c_522_5_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_516_1_c_521_1_c_522_5_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_517_1_c_521_1_c_522_2_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_518_2_c_521_1_c_522_2_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_516_2_c_521_1_c_522_4_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_518_3_c_521_1_c_522_2_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_518_2_c_521_1_c_522_5_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_516_1_c_521_1_c_522_1_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_517_2_c_521_1_c_522_3_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_517_2_c_521_1_c_522_3_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_516_2_c_521_1_c_522_2_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_517_1_c_521_1_c_522_3_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_516_1_c_521_1_c_522_5_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_517_2_c_521_1_c_522_2_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_517_2_c_521_1_c_522_1_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_518_3_c_521_1_c_522_5_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_516_1_c_521_1_c_522_2_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_516_2_c_521_1_c_522_3_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_518_3_c_521_1_c_522_5_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_517_2_c_521_1_c_522_3_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_518_3_c_521_1_c_522_2_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_518_2_c_521_1_c_522_3_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_518_2_c_521_1_c_522_4_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_518_1_c_521_1_c_522_5_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_518_1_c_521_1_c_522_5_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_518_2_c_521_1_c_522_5_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_517_2_c_521_1_c_522_1_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_516_1_c_521_1_c_522_1_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_516_2_c_521_1_c_522_1_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_516_1_c_521_1_c_522_4_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_517_2_c_521_1_c_522_2_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_516_1_c_521_1_c_522_3_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_518_1_c_521_1_c_522_1_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_518_1_c_521_1_c_522_4_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_516_1_c_521_1_c_522_5_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_518_2_c_521_1_c_522_2_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_517_2_c_521_1_c_522_3_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_518_1_c_521_1_c_522_4_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_518_2_c_521_1_c_522_3_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_518_3_c_521_1_c_522_1_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_518_2_c_521_1_c_522_4_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_517_1_c_521_1_c_522_1_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_518_2_c_521_1_c_522_4_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_518_1_c_521_1_c_522_5_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_518_3_c_521_1_c_522_3_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_516_2_c_521_1_c_522_1_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_516_2_c_521_1_c_522_5_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_516_2_c_521_1_c_522_5_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_516_2_c_521_1_c_522_1_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_517_1_c_521_1_c_522_4_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_518_2_c_521_1_c_522_3_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_517_2_c_521_1_c_522_3_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_517_2_c_521_1_c_522_3_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_518_2_c_521_1_c_522_5_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_517_1_c_521_1_c_522_1_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_518_3_c_521_1_c_522_3_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_518_3_c_521_1_c_522_2_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_518_1_c_521_1_c_522_3_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_517_1_c_521_1_c_522_2_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_516_1_c_521_1_c_522_3_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_518_3_c_521_1_c_522_5_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_517_2_c_521_1_c_522_5_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_516_1_c_521_1_c_522_5_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_516_1_c_521_1_c_522_1_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_516_1_c_521_1_c_522_5_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_518_3_c_521_1_c_522_5_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_517_1_c_521_1_c_522_2_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_518_3_c_521_1_c_522_3_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_516_2_c_521_1_c_522_5_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_516_1_c_521_1_c_522_4_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_517_2_c_521_1_c_522_4_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_518_1_c_521_1_c_522_5_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_517_1_c_521_1_c_522_3_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_517_2_c_521_1_c_522_2_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_516_2_c_521_1_c_522_3_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_518_2_c_521_1_c_522_5_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_516_2_c_521_1_c_522_2_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_516_1_c_521_1_c_522_2_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_518_2_c_521_1_c_522_3_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_516_1_c_521_1_c_522_2_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_517_2_c_521_1_c_522_5_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_517_1_c_521_1_c_522_1_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_516_1_c_521_1_c_522_4_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_518_3_c_521_1_c_522_5_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_516_2_c_521_1_c_522_1_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_518_3_c_521_1_c_522_4_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_517_1_c_521_1_c_522_5_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_516_2_c_521_1_c_522_2_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_1_c_518_2_c_521_1_c_522_4_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_518_1_c_521_1_c_522_1_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_517_1_c_521_1_c_522_3_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_1_c_518_3_c_521_1_c_522_4_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_516_2_c_521_1_c_522_1_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_518_2_c_521_1_c_522_1_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G3:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_516_1_c_521_1_c_522_3_c_9551_3_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_2_c_517_1_c_521_1_c_522_1_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_1_c_10632_1_c_4905_1_c_515_3_c_517_2_c_521_1_c_522_4_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G2:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_3_c_516_2_c_521_1_c_522_2_c_9551_1_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
_10476_2_c_10632_1_c_4905_1_c_515_2_c_516_1_c_521_1_c_522_1_c_9551_2_c,ATP5H:ATP5L:NSF:ATP5F1:ATP5G1:ATP5I:ATP5J:ATP5J2
